variant,model,selected_gamma,selected_train_oof_mae,base_train_oof_mae,MAE,RMSE,R2,MedianAbsError,P90AbsError,P95AbsError,W30,W60,MeanError_pred_minus_actual,UnderestimationRate,OverestimationRate,N,gain_vs_base,gain_vs_base_CI95,MAE_CI95,delta_vs_31_794666,delta_vs_32_028831,meta_json
pls_hs_word160_18_delta,sgd_huber,1.6,32.79677535355341,32.966712482938256,31.843546322941066,47.06055960498611,0.7540117548664101,21.451150796644498,69.41220502638083,92.12167711473235,0.6185276505811905,0.8594575554772808,-2.2519344493794815,0.4772807326523424,0.5227192673476576,2839,0.39608955172217425,"[0.29150954522636585, 0.5056132841953247]","[30.645097786719834, 33.230770854493656]",0.04888032294106637,-0.18528467705893092,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.827621432231645}"
pls_raw_word160_26_basic,sgd_huber,1.425,32.81134369070139,32.966712482938256,31.844653396598552,47.10219743363479,0.7535762756632689,21.564790551369924,69.51873901635078,92.81077581047569,0.6231067277210285,0.8608665022895385,-2.4626100886927045,0.484677703416696,0.515322296583304,2839,0.3949824780646916,"[0.25126651620856116, 0.5201131089859407]","[30.545849666362866, 33.12118510618645]",0.04998739659855289,-0.1841776034014444,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.82785974035892}"
pls_raw_word160_16_delta,sgd_huber,1.6,32.82541510026783,32.966712482938256,31.84844801256543,47.16381130677259,0.7529311656108932,21.4601040962891,69.74413016045528,93.70028954779663,0.6213455442057062,0.8619232123987319,-2.65458696376498,0.47974638957379356,0.5202536104262064,2839,0.3911878620978097,"[0.24747642369010253, 0.5234384834073321]","[30.217182784772984, 33.42759359264781]",0.05378201256543136,-0.18038298743456593,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.851944800064516}"
pls_hs_word160_32_geom,sgd_huber,1.05,32.815109538268665,32.966712482938256,31.84919119755096,46.961581751669655,0.7550453925839828,21.4196267781945,69.34221468816453,92.5619157494811,0.6164142303628038,0.8601620288834096,-1.4788517122183433,0.46777034166960196,0.532229658330398,2839,0.3904446771122802,"[0.265980445809636, 0.5041871478557334]","[30.497306637561316, 33.21115134957013]",0.05452519755096219,-0.1796398024490351,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.815512541847184}"
cca_hs_raw_word160_20_geom,huber,0.55,32.854437835781674,32.966712482938256,31.850356756622034,47.037469984041195,0.7542530771980015,21.5941885076561,69.3779425810564,93.37306472048299,0.6195843606903839,0.8615709756956675,-2.00109554995442,0.4734061289186333,0.5265938710813667,2839,0.3892791180412092,"[0.2532340483155651, 0.5035634343308052]","[30.78720353086931, 33.02883772020634]",0.0556907566220346,-0.1784742433779627,"{""model"": ""huber"", ""residual_oof_mae"": 32.935274859532896}"
cca_hs_raw_word160_32_basic,huber,0.625,32.83306767423694,32.966712482938256,31.850812159851774,46.91093463367047,0.7555734648720696,21.477288346399448,69.06041579778471,92.23938778122844,0.6216977809087707,0.8622754491017964,-0.9060583300924494,0.45579429376541036,0.5442057062345896,2839,0.3888237148114659,"[0.2504752389013782, 0.517109266948157]","[30.729423461378055, 32.968990663121566]",0.05614615985177451,-0.17801884014822278,"{""model"": ""huber"", ""residual_oof_mae"": 32.89219870767336}"
pls_raw_word160_32_geom,sgd_huber,1.1500000000000001,32.77446895793967,32.966712482938256,31.850977659146128,46.98889110525387,0.7547604150849856,21.59084056506444,69.35125685089767,91.7433658062429,0.6192321239873195,0.8608665022895385,-1.5764045986893653,0.4712927087002466,0.5287072912997535,2839,0.3886582155171138,"[0.22487047765037288, 0.5316946331331369]","[30.723958033605697, 33.33697301293904]",0.05631165914612879,-0.1778533408538685,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.77792228799073}"
pls_hs_word160_18_basic,sgd_huber,1.5250000000000001,32.782302919937514,32.966712482938256,31.851167822654357,46.988636101190174,0.7547630768596975,21.535243884200497,69.41542180387654,92.19646868445447,0.6143008101444171,0.8622754491017964,-2.0366768368114583,0.476224022543149,0.523775977456851,2839,0.38846805200888385,"[0.26395854541678676, 0.5332194419256399]","[30.57310974717544, 33.214432439470635]",0.05650182265435788,-0.1776631773456394,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.80677799363743}"
pls_hs_raw_word160_36_basic,sgd_huber,1.2000000000000002,32.78003238624337,32.966712482938256,31.85161595378432,46.9490498942063,0.755176109077162,21.590680807733037,69.65357932204216,92.165029454308,0.6213455442057062,0.8629799225079253,-1.6179186710861888,0.4681225783726664,0.5318774216273335,2839,0.38801992087892523,"[0.2680727359163513, 0.5323398886493208]","[30.610361238820214, 33.024608373642344]",0.056949953784322105,-0.1772150462156752,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.785557267632726}"
pls_hs_word160_18_geom,sgd_huber,1.35,32.78277304204124,32.966712482938256,31.855493613443453,46.99324479000428,0.7547149683728458,21.510289290753292,69.32486554456196,91.97158365210615,0.6164142303628038,0.8601620288834096,-1.9714369056423315,0.47657625924621344,0.5234237407537865,2839,0.38414226121978956,"[0.24290177440135058, 0.5078860649843815]","[30.653096793150823, 33.191466841379494]",0.060827613443454,-0.1733373865565433,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.79595310570329}"
pls_hs_raw_word160_18_delta,sgd_huber,1.6,32.75745104945079,32.966712482938256,31.855541437189995,47.0927152818285,0.7536754808849662,21.55361687494168,68.93640987487343,92.21950985742453,0.6209933075026418,0.8619232123987319,-2.48762461546842,0.4779852060584713,0.5220147939415287,2839,0.3840944374732486,"[0.25813640373075447, 0.5462003143029257]","[30.525466227789895, 33.13682627052281]",0.06087543718999555,-0.17328956281000174,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.7933493760475}"
pls_hs_word160_16_delta,sgd_huber,1.6,32.79738331807603,32.966712482938256,31.855799709211926,47.070967873896485,0.7539029335963451,21.51030670327924,69.42110391928546,92.4557623334429,0.618879887284255,0.8591053187742163,-2.246650802691137,0.47411060232476226,0.5258893976752378,2839,0.3838361654513181,"[0.26313701676513773, 0.5182637693641973]","[30.596817844716497, 33.19079742027899]",0.0611337092119264,-0.1730312907880709,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.82943558913062}"
pls_hs_raw_word160_24_geom,sgd_huber,1.2000000000000002,32.771418213780024,32.966712482938256,31.85590305542858,47.05205404448244,0.7541006649365476,21.345097680675337,69.09725428330145,91.83322106303036,0.6192321239873195,0.8587530820711519,-2.315875060632821,0.47657625924621344,0.5234237407537865,2839,0.38373281923466623,"[0.24461181916235084, 0.5068147074585944]","[30.769268410825887, 33.11022204209457]",0.061237055428581044,-0.17292794457141625,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.77732859960953}"
pls_hs_raw_word160_22_geom,sgd_huber,1.2750000000000001,32.759716680487585,32.966712482938256,31.855999156370487,47.04629746748366,0.7541608302956614,21.292574052911775,69.00473455359362,91.74239960702401,0.6199365973934484,0.8601620288834096,-2.3130449244710842,0.47763296935540683,0.5223670306445932,2839,0.38363671829275514,"[0.24370387429320609, 0.5187718186625397]","[30.760513030551138, 33.09961719934244]",0.06133315637048753,-0.17283184362950976,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.7694049209779}"
pls_hs_raw_word160_20_delta,sgd_huber,1.6,32.761678386078486,32.966712482938256,31.85632164600406,47.08848312912358,0.7537197525363424,21.5803591222599,69.27424821089058,92.54759736825676,0.6199365973934484,0.8626276858048608,-2.509949857860553,0.4786896794646002,0.5213103205353998,2839,0.3833142286591842,"[0.24710767334554415, 0.5181543552081792]","[30.747136951048024, 33.13873698180059]",0.06165564600405915,-0.17250935399593814,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.794032509465}"
pls_raw_word160_20_basic,sgd_huber,1.5750000000000002,32.81656004192625,32.966712482938256,31.85645297717783,47.13205085843787,0.7532638094161194,21.400116247790038,69.57911072739542,93.24579820300836,0.6206410707995773,0.8615709756956675,-2.5726781458834345,0.4857344135258894,0.5142655864741106,2839,0.38318289748541046,"[0.24504045401311964, 0.5302071984079358]","[30.357698188666713, 33.31512642628437]",0.06178697717783166,-0.17237802282216563,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.83811297709189}"
pls_raw_word160_22_basic,sgd_huber,1.5,32.81925534825851,32.966712482938256,31.856893359251945,47.12592456500109,0.7533279475148811,21.427132590638223,69.33533968923902,93.32037484980954,0.6209933075026418,0.8622754491017964,-2.470169565431171,0.48256428319830924,0.5174357168016908,2839,0.38274251541129584,"[0.2318219286163798, 0.5209376294293535]","[30.664661126151817, 33.06026336441729]",0.06222735925194556,-0.17193764074805173,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.838043193108824}"
pls_hs_raw_word160_40_basic,sgd_huber,1.175,32.7814430386044,32.966712482938256,31.858014511262322,46.984182940805894,0.7548095573576548,21.441886863538116,69.50311038030038,92.117697050103,0.6195843606903839,0.861218738992603,-1.557336855586831,0.4681225783726664,0.5318774216273335,2839,0.38162136340092084,"[0.19736994344097683, 0.5262192193678046]","[30.534185799149313, 32.87151896913381]",0.06334851126232266,-0.17081648873767463,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.785746433410466}"
pls_hs_raw_word160_26_geom,sgd_huber,1.225,32.75841405528114,32.966712482938256,31.858879184946165,47.02086748281237,0.7544265258780274,21.54613666473847,68.99913761294465,91.40892849267495,0.6178231771750616,0.8594575554772808,-2.0049016121732812,0.47411060232476226,0.5258893976752378,2839,0.3807566897170783,"[0.25032773796153496, 0.513261183117134]","[30.65200991245097, 33.23081912110479]",0.06421318494616557,-0.16995181505383172,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.76466873691271}"
pls_hs_raw_word160_28_geom,sgd_huber,1.1500000000000001,32.76579093566395,32.966712482938256,31.860089469645725,46.989343410406974,0.7547556938132443,21.525173648562003,69.04695358511411,91.37183670136733,0.6206410707995773,0.8591053187742163,-1.7254222685137164,0.4684748150757309,0.5315251849242691,2839,0.3795464050175176,"[0.24930440965352454, 0.5006707625561373]","[30.706192568379652, 32.972297663746645]",0.06542346964572587,-0.16874153035427142,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.769467053383316}"
cca_hs_word160_32_geom,huber,0.5,32.83221910777665,32.966712482938256,31.860588428823444,46.9158049417307,0.7555227093572198,21.547160496482803,69.42865318336086,91.59030538162885,0.6181754138781261,0.8591053187742163,-0.8162147802954957,0.45262416343783024,0.5473758365621698,2839,0.37904744583979555,"[0.2706195067695884, 0.49862704560739257]","[30.80845540223626, 33.12127532741485]",0.06592242882344479,-0.1682425711765525,"{""model"": ""huber"", ""residual_oof_mae"": 32.986527642697695}"
pls_hs_word160_16_basic,sgd_huber,1.5750000000000002,32.788839339282646,32.966712482938256,31.862063142034806,46.99817545399063,0.75466349367579,21.494069287214415,69.4424553436242,92.43140108969439,0.615005283550546,0.8608665022895385,-1.979965198886987,0.47411060232476226,0.5258893976752378,2839,0.3775727326284343,"[0.2649997422364789, 0.5080425872189284]","[30.630608817540327, 32.98817361491287]",0.06739714203480673,-0.16676785796519056,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.81418883869732}"
cca_hs_word160_16_basic,huber,0.7250000000000001,32.85165778453118,32.966712482938256,31.86256503017745,47.13626643811613,0.7532196703401471,21.342355903325796,69.60588747759799,93.21573139558382,0.6171187037689327,0.8587530820711519,-1.8821575038839085,0.4744628390278267,0.5255371609721733,2839,0.3770708444857949,"[0.24981436892852069, 0.4836886583732414]","[30.869998464836268, 33.18834780434174]",0.06789903017745047,-0.16626596982254682,"{""model"": ""huber"", ""residual_oof_mae"": 32.87014500675523}"
pls_hs_raw_word160_30_geom,sgd_huber,1.1500000000000001,32.760040215699426,32.966712482938256,31.86522955533404,46.95664202017256,0.7550969217832146,21.61211821194928,68.83482133630476,91.17493409916904,0.6195843606903839,0.8598097921803451,-1.4801648418162754,0.46706586826347307,0.5329341317365269,2839,0.3744063193292047,"[0.21547014816076548, 0.5283084264908264]","[30.669415217519692, 33.22331277398982]",0.07056355533404002,-0.16360144466595727,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.763216371206404}"
pls_raw_word160_24_basic,sgd_huber,1.425,32.82848537141701,32.966712482938256,31.868766154017273,47.13456251762186,0.7532375116539753,21.46134696567034,69.51671712243534,93.3807877227065,0.6199365973934484,0.8615709756956675,-2.3238148619106465,0.48009862627685806,0.5199013737231419,2839,0.3708697206459741,"[0.24279493326286444, 0.49216954027472204]","[30.62901098601212, 33.36724932011453]",0.07410015401727321,-0.16006484598272408,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.84298992214872}"
pls_hs_word160_16_geom,sgd_huber,1.4000000000000001,32.78670785901474,32.966712482938256,31.869477892558233,47.00193908119174,0.7546241988686628,21.546240184172518,69.28623652921577,92.5622728787507,0.6167664670658682,0.8608665022895385,-1.9373898613406593,0.47692849594927794,0.5230715040507221,2839,0.37015798210500395,"[0.24572104361396244, 0.4958245298019626]","[30.624716601254093, 33.22883160778547]",0.07481189255823395,-0.15935310744176334,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.801858301589775}"
cca_hs_raw_word160_16_geom,huber,0.525,32.88226924061241,32.966712482938256,31.87129551436124,47.14532839227255,0.7531247741097602,21.592886920916527,69.76772801141254,93.32775100733119,0.6153575202536105,0.8629799225079253,-2.2403119027263587,0.47657625924621344,0.5234237407537865,2839,0.36834036030200534,"[0.26644063132787493, 0.4878348876010956]","[30.675365530538368, 33.32198107771741]",0.07662951436124033,-0.15753548563875697,"{""model"": ""huber"", ""residual_oof_mae"": 32.938322987909494}"
pls_raw_word160_16_geom,sgd_huber,1.35,32.82603029773481,32.966712482938256,31.873336394617017,47.133159341104765,0.75325220347062,21.374993815854594,69.73939390490331,93.21744956775048,0.6202888340965128,0.8608665022895385,-2.3775098801926644,0.47974638957379356,0.5202536104262064,2839,0.3662994800462261,"[0.24725204943428009, 0.5144275996392892]","[30.771848877003958, 33.46306394020591]",0.07867039461701708,-0.1554946053829802,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.83615400769219}"
pls_hs_raw_word160_32_geom,sgd_huber,1.075,32.77497267067768,32.966712482938256,31.87334495235905,46.97810188252824,0.7548730221574228,21.51799778556827,69.04760199761394,90.94599638335693,0.6202888340965128,0.8598097921803451,-1.3907872371303522,0.46460021134202184,0.5353997886579782,2839,0.3662909223041948,"[0.24035829785882865, 0.4900274497881874]","[30.56950413973029, 33.1537161856584]",0.07867895235905209,-0.1554860476409452,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.77583268886651}"
pls_hs_word160_36_geom,sgd_huber,0.9750000000000001,32.82234112107613,32.966712482938256,31.87367074105236,46.9763225293894,0.754891590774705,21.484630941289325,69.38570007208727,92.41989064977793,0.6143008101444171,0.8601620288834096,-1.3544368003889715,0.46565692145121523,0.5343430785487848,2839,0.36596513361087923,"[0.2437021142929407, 0.473951468340568]","[30.54782006217993, 33.08112736148093]",0.079004741052362,-0.1551602589476353,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.82236534281268}"
pls_hs_word160_40_delta,sgd_huber,1.1,32.85377997811735,32.966712482938256,31.874192829368692,47.09089013895685,0.7536945738051977,21.432863477730194,69.6076983514065,92.87054522368967,0.6195843606903839,0.8605142655864741,-1.6660818220168068,0.4674181049665375,0.5325818950334625,2839,0.36544304529455507,"[0.2476923155737934, 0.4744603303561429]","[30.64853078318437, 33.08986673557824]",0.07952682936869238,-0.15463817063130492,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.854614395540345}"
cca_hs_raw_word160_28_basic,huber,0.625,32.84052238265375,32.966712482938256,31.875202762692403,46.999566167965696,0.7546489740501778,21.591547744623227,69.15003278302288,92.9553282072368,0.6209933075026418,0.8619232123987319,-1.0335819219273055,0.45755547728073265,0.5424445227192674,2839,0.3644331119708382,"[0.2615723367165809, 0.4709506502034392]","[30.553178615626393, 32.93750935905538]",0.08053676269240384,-0.15362823730759345,"{""model"": ""huber"", ""residual_oof_mae"": 32.887943578682346}"
cca_hs_word160_20_geom,huber,0.6000000000000001,32.81402243411933,32.966712482938256,31.876219596766905,46.9526166917391,0.7551389083064234,21.55301555989798,69.56980392467675,91.75114752886718,0.6153575202536105,0.861218738992603,-1.2356935643444047,0.46178231771750616,0.5382176822824938,2839,0.36341627789634,"[0.248240669628618, 0.4925159963455524]","[30.575856837095756, 33.10617916586482]",0.08155359676690566,-0.15261140323309164,"{""model"": ""huber"", ""residual_oof_mae"": 32.88620221013879}"
cca_hs_word160_24_geom,huber,0.5750000000000001,32.80973821225714,32.966712482938256,31.876799477309874,46.93620241389504,0.7553100815330238,21.40927926451141,69.34570055557425,92.61079634703448,0.6153575202536105,0.8605142655864741,-0.9011820904845459,0.4561465304684748,0.5438534695315251,2839,0.3628363973533719,"[0.23017030824454993, 0.4759323764567618]","[30.429754074479508, 33.113088116476696]",0.08213347730987408,-0.1520315226901232,"{""model"": ""huber"", ""residual_oof_mae"": 32.90765329948234}"
pls_hs_word160_40_basic,sgd_huber,1.175,32.79534629833442,32.966712482938256,31.877740400601812,46.997009913130256,0.7546756620705911,21.649835515524046,69.71003043144641,92.07841305594053,0.6164142303628038,0.8601620288834096,-1.6063129623457983,0.46953152518492425,0.5304684748150758,2839,0.3618954740614268,"[0.23860809614260245, 0.4845271676216272]","[30.589999059295852, 32.888535511296745]",0.08307440060181293,-0.15109059939818437,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.79941553034589}"
cca_hs_word160_28_geom,huber,0.525,32.82699341369311,32.966712482938256,31.8779211802918,46.94240818224978,0.7552453728748987,21.388187463227965,69.60737259779081,91.96210396321418,0.6160619936597393,0.8591053187742163,-0.804455619162202,0.4529764001408947,0.5470235998591053,2839,0.3617146943714421,"[0.24216893646201423, 0.47514368517129363]","[30.56757897691776, 33.07225265484077]",0.08325518029180046,-0.15090981970819684,"{""model"": ""huber"", ""residual_oof_mae"": 32.961781149253376}"
pls_hs_raw_word160_24_delta,sgd_huber,1.5,32.76934017939665,32.966712482938256,31.878186812953313,47.12469566479638,0.7533408122548804,21.585744105079954,69.47751589554498,92.41716464231332,0.6195843606903839,0.8605142655864741,-2.61650236242958,0.4822120464952448,0.5177879535047551,2839,0.36144906170993196,"[0.22696832020215674, 0.5037722582382651]","[30.52029179780486, 33.30164075588593]",0.0835208129533136,-0.1506441870466837,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.793985444626074}"
cca_hs_word160_20_basic,huber,0.7250000000000001,32.816803153815364,32.966712482938256,31.87846492100206,47.03585421579802,0.7542699600471023,21.4942605200892,69.07369823902806,92.06672824968076,0.6202888340965128,0.8598097921803451,-1.3808000148276565,0.46565692145121523,0.5343430785487848,2839,0.36117095366118057,"[0.22297613646813202, 0.4825686856814451]","[30.61148730568631, 33.09633714452173]",0.08379892100206021,-0.15036607899793708,"{""model"": ""huber"", ""residual_oof_mae"": 32.84187503338932}"
cca_hs_raw_word160_12_geom,huber,0.5750000000000001,32.88317055829549,32.966712482938256,31.87935745341641,47.141039900086696,0.7531696852116996,21.674691072470125,69.61751745844222,92.47867030784404,0.6167664670658682,0.8619232123987319,-2.3234191402027187,0.4755195491370201,0.5244804508629799,2839,0.36027842124683307,"[0.2534452275390335, 0.4831698408602967]","[30.719061546841253, 33.17294896311918]",0.08469145341641138,-0.14947354658358591,"{""model"": ""huber"", ""residual_oof_mae"": 32.924211202852646}"
pls_hs_word160_36_delta,sgd_huber,1.1500000000000001,32.85237383620374,32.966712482938256,31.880158758393364,47.08342553771372,0.7537726537083276,21.449799098823817,69.75329705491234,92.79484386995,0.6185276505811905,0.8598097921803451,-1.7142759202573707,0.46777034166960196,0.532229658330398,2839,0.3594771162698793,"[0.24114218396715548, 0.4624232496700632]","[30.673771263712613, 33.30051330609042]",0.08549275839336445,-0.14867224160663284,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.85418281316056}"
pls_raw_word160_28_basic,sgd_huber,1.375,32.79632892706066,32.966712482938256,31.881393240649146,47.040028781296556,0.7542263396351467,21.579753859438085,69.2369430217729,91.8521705653294,0.6220500176118352,0.8601620288834096,-1.8689831272696986,0.47692849594927794,0.5230715040507221,2839,0.358242634014097,"[0.22957236510413476, 0.4958925954767454]","[30.59575941386346, 33.029936655579576]",0.08672724064914661,-0.14743775935085068,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.80908633282705}"
cca_hs_word160_16_geom,huber,0.6000000000000001,32.84222729159375,32.966712482938256,31.882880564961667,47.010155588068784,0.754538402060319,21.64632723091529,69.66837687590164,92.5697157459566,0.6157097569566748,0.8605142655864741,-1.4451896282175454,0.46565692145121523,0.5343430785487848,2839,0.3567553097015756,"[0.25196828977104446, 0.4385389189389769]","[30.85091797914705, 33.103150103534055]",0.08821456496166746,-0.14595043503832983,"{""model"": ""huber"", ""residual_oof_mae"": 32.89491627454204}"
pls_hs_raw_word160_28_delta,sgd_huber,1.4500000000000002,32.780134990793485,32.966712482938256,31.88372300270682,47.0986207505182,0.7536136983806286,21.635054480643305,69.807337421565,92.05734807840109,0.6202888340965128,0.8605142655864741,-2.3315875126611205,0.47657625924621344,0.5234237407537865,2839,0.35591287195642246,"[0.2184615742743688, 0.48258989169773703]","[30.66668122175811, 33.286057951600924]",0.08905700270682004,-0.14510799729317725,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.798576890775635}"
pls_raw_word160_36_delta,sgd_huber,1.375,32.783030734860155,32.966712482938256,31.88403366465108,47.083564377694195,0.7537712015518643,21.532157861429738,69.77415462925332,92.37665668352275,0.6199365973934484,0.8608665022895385,-1.7539540076485094,0.4712927087002466,0.5287072912997535,2839,0.3556022100121599,"[0.22219573446640598, 0.48108607334279785]","[30.666004726155165, 33.08372828303986]",0.08936766465108192,-0.14479733534891537,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.79657432083807}"
pls_hs_raw_word160_26_delta,sgd_huber,1.475,32.76458820711033,32.966712482938256,31.886396489045378,47.10920430205131,0.7535029547936243,21.578968589038055,69.32207483919288,92.08374625530797,0.6174709404719971,0.861218738992603,-2.4218230280797894,0.47692849594927794,0.5230715040507221,2839,0.35323938561786183,"[0.1990443464974371, 0.5094695677009887]","[30.688706891527307, 33.2146254696493]",0.0917304890453785,-0.1424345109546188,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.78888231743259}"
pls_hs_raw_word160_22_delta,sgd_huber,1.55,32.76426099895606,32.966712482938256,31.886463663587108,47.127869026899994,0.7533075912329702,21.553889680571622,69.45531904419228,92.35125257187359,0.6206410707995773,0.8608665022895385,-2.5359535803078677,0.4804508629799225,0.5195491370200775,2839,0.3531722110761408,"[0.2188119597214689, 0.48854605431133885]","[30.623179413623212, 33.016868261311856]",0.0917976635871085,-0.1423673364128888,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.79352417906998}"
cca_hs_raw_word160_28_geom,huber,0.47500000000000003,32.85784225118284,32.966712482938256,31.888917281317145,47.02874435961834,0.7543442426652265,21.55315407015405,69.29267364944747,93.04231953547082,0.6157097569566748,0.8622754491017964,-1.4402633984997115,0.4621345544205706,0.5378654455794294,2839,0.35071859334609173,"[0.24903285951128346, 0.45024848976831783]","[30.695211191881544, 33.20506618715421]",0.09425128131714544,-0.13991371868285185,"{""model"": ""huber"", ""residual_oof_mae"": 33.00524080254794}"
pls_hs_raw_word160_30_delta,sgd_huber,1.4000000000000001,32.77869097178452,32.966712482938256,31.892529452244784,47.08213170456719,0.7537861859745718,21.65662600487198,69.62669969982076,92.18490240204548,0.6209933075026418,0.8615709756956675,-2.0910766542308723,0.4727016555125044,0.5272983444874956,2839,0.347106422418462,"[0.2055752266521196, 0.47928712112509964]","[30.625470337264062, 33.349020814855194]",0.0978634522447841,-0.1363015477552132,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.79482813293073}"
pls_raw_word160_18_basic,sgd_huber,1.6,32.81728750328616,32.966712482938256,31.89279663752663,47.1682768614516,0.7528843775507232,21.381106183753403,69.7395846353924,93.10428674913844,0.6202888340965128,0.8619232123987319,-2.6227655812120116,0.4885523071504051,0.5114476928495949,2839,0.3468392371366123,"[0.22003636693984036, 0.48354581043872785]","[30.74983825317675, 33.60204223585984]",0.09813063752662998,-0.1360343624733673,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.840351946098075}"
pls_raw_word160_30_basic,sgd_huber,1.425,32.7870668733831,32.966712482938256,31.893943383480682,47.042832270937346,0.7541970435458001,21.571407304602843,69.31267829855085,91.19999961330439,0.6206410707995773,0.8608665022895385,-1.8372802525468526,0.4719971821063755,0.5280028178936245,2839,0.34569249118256096,"[0.21946157975331282, 0.47954595516925264]","[30.63098742748889, 33.095372967861344]",0.0992773834806826,-0.1348876165193147,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.80269373218326}"
cca_hs_raw_word160_24_basic,huber,0.65,32.83238849238485,32.966712482938256,31.89598789324927,47.02352045534783,0.7543988140089637,21.566942160134175,69.28427714042314,93.1014338724246,0.6199365973934484,0.8622754491017964,-0.9395141523240644,0.45649876717153925,0.5435012328284607,2839,0.34364798141396785,"[0.24145754358479207, 0.4558250132612921]","[30.55350836972588, 33.08434886174808]",0.10132189324927054,-0.13284310675072675,"{""model"": ""huber"", ""residual_oof_mae"": 32.872178305220956}"
pls_hs_word160_40_geom,sgd_huber,0.9750000000000001,32.82092605903098,32.966712482938256,31.89675936337669,47.003229081463225,0.7546107296714331,21.406950514441007,69.6391946559699,92.187982563848,0.615005283550546,0.8594575554772808,-1.3135342908161038,0.4684748150757309,0.5315251849242691,2839,0.34287651128655044,"[0.22452892695841112, 0.4722978731727056]","[30.642456333278847, 33.08482309990084]",0.10209336337669228,-0.132071636623305,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.82107991241642}"
cca_hs_raw_word160_32_geom,sgd_huber,0.925,32.86805423322612,32.966712482938256,31.89771940374132,47.03875668544167,0.7542396322897326,21.392496257802236,69.27367796672563,93.15670107858948,0.6171187037689327,0.8584008453680874,-1.4578053177167838,0.4621345544205706,0.5378654455794294,2839,0.34191647092192473,"[0.24609208446523387, 0.44361077037632074]","[30.6831875214602, 33.19104062299961]",0.10305340374132044,-0.13111159625867685,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.868957311387305}"
pls_raw_word160_36_geom,sgd_huber,1.075,32.7722236972859,32.966712482938256,31.900107453447387,47.01969268610768,0.7544387968257826,21.62772922130398,69.44320328382683,91.38397626014522,0.6185276505811905,0.8601620288834096,-1.2359746454468878,0.4660091581542797,0.5339908418457203,2839,0.3395284212158559,"[0.17561487105363094, 0.4851729648566058]","[30.63133092013636, 33.14534064126334]",0.10544145344738709,-0.1287235465526102,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.77339923254225}"
pls_hs_raw_word160_36_geom,sgd_huber,1.0250000000000001,32.771954421451774,32.966712482938256,31.90178492517917,46.99410350174991,0.7547060040605047,21.529060572659233,69.3112333723657,91.21800084374368,0.6202888340965128,0.8598097921803451,-1.3904999942459777,0.4663613948573441,0.5336386051426558,2839,0.3378509494840732,"[0.1974156061047901, 0.45486974101568384]","[30.69531288784098, 33.22071133556202]",0.10711892517917221,-0.12704607482082508,"{""model"": ""sgd_huber"", ""residual_oof_mae"": 32.77213600148217}"
