note_chars_bin,n,base_mae,final_mae,gain,median_gain,improved_rate,worsened_rate,large_win_rate_gain_gt10,large_loss_rate_gain_lt_minus10,mean_actual_duration,mean_base_residual_actual_minus_base,mean_model_correction_final_minus_base,mean_abs_correction,alignment_rate
8k-18k,359,33.8405925485085,33.25060823061647,0.5899843178920274,0.6855900806274917,0.5431754874651811,0.4568245125348189,0.025069637883008356,0.005571030640668524,188.64066852367688,1.5829589461217688,-3.442261191243628,4.019659835875423,0.5515320334261838
18k-32k,2061,32.62156973093358,32.13637640714172,0.48519332379185565,0.41173465073970306,0.5376031052886948,0.4623968947113052,0.008733624454148471,0.0019408054342552159,180.35322658903445,-0.2510585553550074,-2.1577293712508507,3.3589432036026303,0.5686559922367783
32k+,367,28.677555984372336,28.347034851879755,0.33052113249258563,0.1378873127612792,0.5149863760217984,0.48501362397820164,0.0027247956403269754,0.0,162.00544959128067,3.9880378037122677,-0.8582387847304134,2.7093426172571298,0.5449591280653951
0,6,37.79493459065755,37.66008763317397,0.13484695748357467,0.4466237065282286,0.5,0.5,0.0,0.0,216.33333333333334,37.79493459065755,0.13484695748357467,1.028121886899072,0.5
<8k,46,30.327514217210858,30.356871173268054,-0.02935695605720142,-0.13277878045172997,0.5,0.5,0.0,0.0,180.1086956521739,4.469359057882559,-3.4626665853104375,3.691392042969877,0.5434782608695652
