base_direction,n,base_mae,final_mae,gain,median_gain,improved_rate,worsened_rate,large_win_rate_gain_gt10,large_loss_rate_gain_lt_minus10,mean_actual_duration,mean_base_residual_actual_minus_base,mean_model_correction_final_minus_base,mean_abs_correction,alignment_rate
base overestimated,1558,28.748878585022126,26.525335902678002,2.2235426823441284,2.238544210335945,0.7426187419768935,0.2573812580231066,0.01668806161745828,0.0,151.201540436457,-28.748878585022126,-2.6586112237032853,3.59615157139253,0.7862644415917843
base underestimated,1281,36.48522514652964,38.14934050269112,-1.6641153561614763,-1.6956232803973847,0.2818110850897736,0.7181889149102264,0.00156128024980484,0.00468384074941452,213.03434816549571,36.48522514652964,-1.5723520144029575,3.070520828498135,0.29117876658860264
